"X","year","boat","volume","type","country","port","long","lat","distance"
2378,1896,"65",59888,"steamboat","liguria and sardegna","",43.9479221,8.1407133,1118
2379,1896,"",NA,"vessel","europe 2","",48.3096037,2.0079504,NA
2380,1896,"2",70,"vessel","montenegro","Port of Bar",51.6590552,-3.6894702,304
2381,1896,"",NA,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2382,1896,"2",2605,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2383,1896,"",NA,"vessel","portugal","Lisbon",38.7077926,-9.1365069,1947
2384,1896,"1",261,"steamboat","portugal","Lisbon",38.7077926,-9.1365069,1947
2385,1896,"41",45831,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
2386,1896,"2",1101,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
2387,1896,"72",100091,"vessel","spain","Barcelona",41.3825596,2.1771353,1313
2388,1896,"3",1968,"steamboat","spain","Barcelona",41.3825596,2.1771353,1313
2389,1896,"3",2989,"vessel","sweden and norway",NA,NA,NA,NA
2390,1896,"68",5197,"vessel","turkey","Izmir",38.4153421,27.144474,1007
2391,1896,"244",219623,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
2392,1896,"",NA,"vessel","",NA,NA,NA,NA
2396,1897,"",NA,"vessel","austria-hungary","",48.2103746,16.3631959,0
2397,1897,"1390",31552,"vessel","austro-illirian litoral",NA,NA,NA,NA
2398,1897,"4171",213082,"steamboat","austro-illirian litoral",NA,NA,NA,NA
2399,1897,"42",4270,"vessel","hungarian litoral",NA,NA,NA,NA
2400,1897,"171",84588,"steamboat","hungarian litoral",NA,NA,NA,NA
2401,1897,"170",5492,"vessel","dalmatia","",40.6542515,-76.9024751,0
2402,1897,"680",205182,"steamboat","dalmatia","",40.6542515,-76.9024751,0
2405,1897,"",NA,"vessel","africa","",2.0000003,15.9999997,NA
2406,1897,"5",1535,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
2407,1897,"70",135441,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
2408,1897,"1",346,"vessel","algeria","Algiers",28.0000272,2.9999825,1254
2409,1897,"1",1135,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
2410,1897,"1",199,"vessel","tripoli","",32.77325405,13.4141472054,916
2411,1897,"",NA,"steamboat","tripoli","",32.77325405,13.4141472054,916
2412,1897,"1",64,"vessel","tunisia","",33.8439408,9.400138,930
2413,1897,"14",7664,"steamboat","tunisia","",33.8439408,9.400138,930
2414,1897,"",NA,"vessel","massaua",NA,NA,NA,NA
2415,1897,"",NA,"vessel","americas","",-13.6154417,-73.1349654,NA
2416,1897,"1",1838,"steamboat","americas","",-13.6154417,-73.1349654,NA
2417,1897,"3",2428,"vessel","usa","New York",40.7305991,-73.9865811,4854
2418,1897,"37",64474,"steamboat","usa","New York",40.7305991,-73.9865811,4854
2419,1897,"1",440,"vessel","jamaica - uk","",53.21570895,-3.16081903025,5561
2420,1897,"2",1202,"vessel","barbados - uk",NA,NA,NA,NA
2421,1897,"15",21735,"steamboat","barbados - uk",NA,NA,NA,NA
2422,1897,"",NA,"vessel","argentina","Buenos Aires",-34.6143904,-58.4460878,6937
2423,1897,"",NA,"vessel","asia","",56.0000002,103.9999998,NA
2424,1897,"16",34865,"steamboat","asia","",56.0000002,103.9999998,NA
2425,1897,"13",32614,"steamboat","asia","",56.0000002,103.9999998,NA
2426,1897,"",NA,"steamboat","asia","",56.0000002,103.9999998,NA
2427,1897,"",NA,"vessel","europe1",NA,NA,NA,NA
2428,1897,"19",19536,"steamboat","europe1",NA,NA,NA,NA
2429,1897,"5",7048,"steamboat","europe1",NA,NA,NA,NA
2430,1897,"",NA,"steamboat","europe1",NA,NA,NA,NA
2431,1897,"",NA,"vessel","atlantic france","Le Havre",49.4938975,0.1079732,2804
2432,1897,"18",21251,"steamboat","atlantic france","Le Havre",49.4938975,0.1079732,2804
2433,1897,"2",338,"vessel","mediterranean france","Marseille",43.2961743,5.3699525,1210
2434,1897,"76",59634,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
2435,1897,"",NA,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
2436,1897,"",NA,"vessel","uk","London",51.5073219,-0.1276473,2968
2437,1897,"106",132253,"steamboat","uk","London",51.5073219,-0.1276473,2968
2438,1897,"1",1347,"steamboat","uk","London",51.5073219,-0.1276473,2968
2439,1897,"2",690,"vessel","malta - uk","",51.8246673,-0.3402597,730
2440,1897,"3",2610,"steamboat","malta - uk","",51.8246673,-0.3402597,730
2441,1897,"2",334,"vessel","cyprus – uk ",NA,NA,NA,NA
2442,1897,"",NA,"steamboat","cyprus – uk ",NA,NA,NA,NA
2443,1897,"56",8974,"vessel","greece","Thessaloniki",40.6403167,22.9352716,1056
2444,1897,"35",28786,"steamboat","greece","Thessaloniki",40.6403167,22.9352716,1056
2445,1897,"",NA,"vessel","italy","Ancona",43.6170137,13.5170982,130
2446,1897,"429",11891,"vessel","veneto","",45.6476663,11.8665254,0
2447,1897,"278",163050,"steamboat","veneto","",45.6476663,11.8665254,0
2448,1897,"505",13954,"vessel","romagna e marche","Ancona",43.6170137,13.5170982,130
2449,1897,"85",13379,"steamboat","romagna e marche","Ancona",43.6170137,13.5170982,130
2450,1897,"228",11476,"vessel","neaples",NA,NA,NA,NA
2451,1897,"164",53763,"steamboat","neaples",NA,NA,NA,NA
2452,1897,"81",12531,"vessel","sicily","Palermo",38.11127,13.3534422,753
2453,1897,"131",64239,"steamboat","sicily","Palermo",38.11127,13.3534422,753
2454,1897,"",NA,"vessel","toscana","Livorno",43.5426309,10.3160295,1047
2455,1897,"25",6880,"vessel","liguria and sardegna","",43.9479221,8.1407133,1118
2456,1897,"58",63001,"steamboat","liguria and sardegna","",43.9479221,8.1407133,1118
2457,1897,"",NA,"vessel","europe 2","",48.3096037,2.0079504,NA
2458,1897,"5",128,"vessel","montenegro","Port of Bar",51.6590552,-3.6894702,304
2459,1897,"",NA,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2460,1897,"4",4955,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2461,1897,"1",85,"vessel","portugal","Lisbon",38.7077926,-9.1365069,1947
2462,1897,"2",916,"steamboat","portugal","Lisbon",38.7077926,-9.1365069,1947
2463,1897,"24",27049,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
2464,1897,"",NA,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
2465,1897,"94",129512,"vessel","spain","Barcelona",41.3825596,2.1771353,1313
2466,1897,"2",282,"steamboat","spain","Barcelona",41.3825596,2.1771353,1313
2467,1897,"7",10788,"vessel","sweden and norway",NA,NA,NA,NA
2468,1897,"46",4176,"vessel","turkey","Izmir",38.4153421,27.144474,1007
2469,1897,"216",203486,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
2470,1897,"",NA,"vessel","",NA,NA,NA,NA
2474,1898,"",NA,"vessel","austria-hungary","",48.2103746,16.3631959,0
2475,1898,"1164",26094,"vessel","austro-illirian litoral",NA,NA,NA,NA
2476,1898,"3447",195761,"steamboat","austro-illirian litoral",NA,NA,NA,NA
2477,1898,"48",6330,"vessel","hungarian litoral",NA,NA,NA,NA
2478,1898,"164",70944,"steamboat","hungarian litoral",NA,NA,NA,NA
2479,1898,"164",5601,"vessel","dalmatia","",40.6542515,-76.9024751,0
2480,1898,"650",191532,"steamboat","dalmatia","",40.6542515,-76.9024751,0
2483,1898,"",NA,"vessel","africa","",2.0000003,15.9999997,NA
2484,1898,"3",1384,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
2485,1898,"65",138104,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
2486,1898,"1",76,"vessel","algeria","Algiers",28.0000272,2.9999825,1254
2487,1898,"4",4610,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
2488,1898,"3",383,"vessel","tripoli","",32.77325405,13.4141472054,916
2489,1898,"4",5639,"steamboat","tripoli","",32.77325405,13.4141472054,916
2490,1898,"",NA,"vessel","tunisia","",33.8439408,9.400138,930
2491,1898,"12",7441,"steamboat","tunisia","",33.8439408,9.400138,930
2492,1898,"1",1005,"vessel","massaua",NA,NA,NA,NA
2493,1898,"",NA,"vessel","americas","",-13.6154417,-73.1349654,NA
2494,1898,"",NA,"steamboat","americas","",-13.6154417,-73.1349654,NA
2495,1898,"3",2399,"vessel","usa","New York",40.7305991,-73.9865811,4854
2496,1898,"50",89860,"steamboat","usa","New York",40.7305991,-73.9865811,4854
2497,1898,"1",510,"vessel","jamaica - uk","",53.21570895,-3.16081903025,5561
2498,1898,"",NA,"vessel","barbados - uk",NA,NA,NA,NA
2499,1898,"15",22880,"steamboat","barbados - uk",NA,NA,NA,NA
2500,1898,"1",743,"vessel","argentina","Buenos Aires",-34.6143904,-58.4460878,6937
2501,1898,"",NA,"vessel","asia","",56.0000002,103.9999998,NA
2502,1898,"24",51882,"steamboat","asia","",56.0000002,103.9999998,NA
2503,1898,"12",33303,"steamboat","asia","",56.0000002,103.9999998,NA
2504,1898,"",NA,"steamboat","asia","",56.0000002,103.9999998,NA
2505,1898,"",NA,"vessel","europe1",NA,NA,NA,NA
2506,1898,"24",26118,"steamboat","europe1",NA,NA,NA,NA
2507,1898,"3",4120,"steamboat","europe1",NA,NA,NA,NA
2508,1898,"1",1198,"steamboat","europe1",NA,NA,NA,NA
2509,1898,"2",1156,"vessel","atlantic france","Le Havre",49.4938975,0.1079732,2804
2510,1898,"26",28753,"steamboat","atlantic france","Le Havre",49.4938975,0.1079732,2804
2511,1898,"3",1334,"vessel","mediterranean france","Marseille",43.2961743,5.3699525,1210
2512,1898,"84",67745,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
2513,1898,"1",155,"steamboat","mediterranean france","Marseille",43.2961743,5.3699525,1210
2514,1898,"1",538,"vessel","uk","London",51.5073219,-0.1276473,2968
2515,1898,"106",141315,"steamboat","uk","London",51.5073219,-0.1276473,2968
2516,1898,"1",767,"steamboat","uk","London",51.5073219,-0.1276473,2968
2517,1898,"2",326,"vessel","malta - uk","",51.8246673,-0.3402597,730
2518,1898,"1",2049,"steamboat","malta - uk","",51.8246673,-0.3402597,730
2519,1898,"3",381,"vessel","cyprus – uk ",NA,NA,NA,NA
2520,1898,"",NA,"steamboat","cyprus – uk ",NA,NA,NA,NA
2521,1898,"95",14902,"vessel","greece","Thessaloniki",40.6403167,22.9352716,1056
2522,1898,"32",36233,"steamboat","greece","Thessaloniki",40.6403167,22.9352716,1056
2523,1898,"",NA,"vessel","italy","Ancona",43.6170137,13.5170982,130
2524,1898,"421",10768,"vessel","veneto","",45.6476663,11.8665254,0
2525,1898,"256",150453,"steamboat","veneto","",45.6476663,11.8665254,0
2526,1898,"556",16160,"vessel","romagna e marche","Ancona",43.6170137,13.5170982,130
2527,1898,"90",18835,"steamboat","romagna e marche","Ancona",43.6170137,13.5170982,130
2528,1898,"238",11431,"vessel","neaples",NA,NA,NA,NA
2529,1898,"189",57437,"steamboat","neaples",NA,NA,NA,NA
2530,1898,"61",8996,"vessel","sicily","Palermo",38.11127,13.3534422,753
2531,1898,"133",66641,"steamboat","sicily","Palermo",38.11127,13.3534422,753
2532,1898,"1",134,"vessel","toscana","Livorno",43.5426309,10.3160295,1047
2533,1898,"28",8111,"vessel","liguria and sardegna","",43.9479221,8.1407133,1118
2534,1898,"59",72434,"steamboat","liguria and sardegna","",43.9479221,8.1407133,1118
2535,1898,"",NA,"vessel","europe 2","",48.3096037,2.0079504,NA
2536,1898,"7",189,"vessel","montenegro","Port of Bar",51.6590552,-3.6894702,304
2537,1898,"1",434,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2538,1898,"5",6407,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2539,1898,"1",94,"vessel","portugal","Lisbon",38.7077926,-9.1365069,1947
2540,1898,"2",2222,"steamboat","portugal","Lisbon",38.7077926,-9.1365069,1947
2541,1898,"46",49977,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
2542,1898,"",NA,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
2543,1898,"96",138735,"vessel","spain","Barcelona",41.3825596,2.1771353,1313
2544,1898,"",NA,"steamboat","spain","Barcelona",41.3825596,2.1771353,1313
2545,1898,"8",10038,"vessel","sweden and norway",NA,NA,NA,NA
2546,1898,"94",9890,"vessel","turkey","Izmir",38.4153421,27.144474,1007
2547,1898,"261",247084,"steamboat","turkey","Izmir",38.4153421,27.144474,1007
2548,1898,"",NA,"vessel","",NA,NA,NA,NA
2552,1899,"1288",38751,"vessel","austria-hungary","",48.2103746,16.3631959,0
2553,1899,"4411",497946,"steamboat","austria-hungary","",48.2103746,16.3631959,0
2554,1899,"7",8695,"steamboat","austria-hungary","",48.2103746,16.3631959,0
2555,1899,"",NA,"steamboat","austria-hungary","",48.2103746,16.3631959,0
2556,1899,"23",3204,"vessel","crete – turkey","",40.2362233,26.2945493,854
2557,1899,"7",7466,"steamboat","crete – turkey","",40.2362233,26.2945493,854
2558,1899,"5",2728,"vessel","france","Marseille",43.2961743,5.3699525,1210
2559,1899,"102",98173,"steamboat","france","Marseille",43.2961743,5.3699525,1210
2560,1899,"22",23251,"steamboat","france","Marseille",43.2961743,5.3699525,1210
2561,1899,"",NA,"vessel","gibraltar - uk",NA,NA,NA,NA
2562,1899,"",NA,"steamboat","gibraltar - uk",NA,NA,NA,NA
2563,1899,"106",146862,"steamboat","gibraltar - uk",NA,NA,NA,NA
2564,1899,"72",12247,"vessel","greece","Thessaloniki",40.6403167,22.9352716,1056
2565,1899,"29",37719,"steamboat","greece","Thessaloniki",40.6403167,22.9352716,1056
2566,1899,"1313",53705,"vessel","italy","Ancona",43.6170137,13.5170982,130
2567,1899,"768",389783,"steamboat","italy","Ancona",43.6170137,13.5170982,130
2568,1899,"",NA,"vessel","malta - uk","",51.8246673,-0.3402597,730
2569,1899,"5",6378,"steamboat","malta - uk","",51.8246673,-0.3402597,730
2570,1899,"7",216,"vessel","montenegro","Port of Bar",51.6590552,-3.6894702,304
2571,1899,"2",416,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2572,1899,"1",1677,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2573,1899,"2",1328,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2574,1899,"45",50088,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2575,1899,"",NA,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
2576,1899,"117",164064,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
2577,1899,"1",850,"vessel","spain","Barcelona",41.3825596,2.1771353,1313
2578,1899,"8",10281,"steamboat","spain","Barcelona",41.3825596,2.1771353,1313
2579,1899,"70",2281,"vessel","european turkey","Istambul",41.0096334,28.9651646,1162
2580,1899,"171",182091,"steamboat","european turkey","Istambul",41.0096334,28.9651646,1162
2581,1899,"17",3772,"vessel","asian turkey","Izmir",38.4153421,27.144474,1007
2582,1899,"77",69682,"steamboat","asian turkey","Izmir",38.4153421,27.144474,1007
2583,1899,"2",345,"vessel","cyprus – uk",NA,NA,NA,NA
2584,1899,"1",787,"steamboat","cyprus – uk",NA,NA,NA,NA
2585,1899,"",NA,"steamboat","cyprus – uk",NA,NA,NA,NA
2586,1899,"26",59951,"steamboat","cyprus – uk",NA,NA,NA,NA
2587,1899,"",NA,"steamboat","cyprus – uk",NA,NA,NA,NA
2588,1899,"12",34188,"steamboat","cyprus – uk",NA,NA,NA,NA
2589,1899,"",NA,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
2590,1899,"38",132485,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
2591,1899,"1",130,"vessel","tripoli","",32.77325405,13.4141472054,916
2592,1899,"4",5118,"steamboat","tripoli","",32.77325405,13.4141472054,916
2593,1899,"2",146,"vessel","tunisia","",33.8439408,9.400138,930
2594,1899,"9",5745,"steamboat","tunisia","",33.8439408,9.400138,930
2595,1899,"5",1035,"vessel","algeria","Algiers",28.0000272,2.9999825,1254
2596,1899,"4",6523,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
2597,1899,"",NA,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
2598,1899,"",NA,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
2599,1899,"",NA,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
2600,1899,"",NA,"vessel","canada – uk",NA,NA,NA,NA
2601,1899,"1",2041,"steamboat","canada – uk",NA,NA,NA,NA
2602,1899,"1",749,"vessel","usa","New York",40.7305991,-73.9865811,4854
2603,1899,"48",90169,"steamboat","usa","New York",40.7305991,-73.9865811,4854
2604,1899,"",NA,"steamboat","usa","New York",40.7305991,-73.9865811,4854
2605,1899,"",NA,"vessel","caribbean – france",NA,NA,NA,NA
2606,1899,"",NA,"vessel","caribbean - uk","Kingston, Jamaica",17.9712148,-76.7928127,5561
2607,1899,"15",22861,"steamboat","caribbean - uk","Kingston, Jamaica",17.9712148,-76.7928127,5561
2608,1899,"",NA,"vessel","argentina","Buenos Aires",-34.6143904,-58.4460878,6937
2609,1899,"",NA,"steamboat","argentina","Buenos Aires",-34.6143904,-58.4460878,6937
2610,1899,"",NA,"vessel","australia",NA,NA,NA,NA
2614,1900,"1280",37006,"vessel","austria-hungary","",48.2103746,16.3631959,0
2615,1900,"4238",485588,"steamboat","austria-hungary","",48.2103746,16.3631959,0
2616,1900,"10",13778,"steamboat","austria-hungary","",48.2103746,16.3631959,0
2617,1900,"8",3384,"steamboat","austria-hungary","",48.2103746,16.3631959,0
2618,1900,"14",1708,"vessel","crete – turkey","",40.2362233,26.2945493,854
2619,1900,"19",26472,"steamboat","crete – turkey","",40.2362233,26.2945493,854
2620,1900,"",NA,"vessel","france","Marseille",43.2961743,5.3699525,1210
2621,1900,"157",129593,"steamboat","france","Marseille",43.2961743,5.3699525,1210
2622,1900,"30",32325,"steamboat","france","Marseille",43.2961743,5.3699525,1210
2623,1900,"",NA,"vessel","gibraltar - uk",NA,NA,NA,NA
2624,1900,"",NA,"steamboat","gibraltar - uk",NA,NA,NA,NA
2625,1900,"108",152284,"steamboat","gibraltar - uk",NA,NA,NA,NA
2626,1900,"73",11995,"vessel","greece","Thessaloniki",40.6403167,22.9352716,1056
2627,1900,"62",48298,"steamboat","greece","Thessaloniki",40.6403167,22.9352716,1056
2628,1900,"12411",52960,"vessel","italy","Ancona",43.6170137,13.5170982,130
2629,1900,"655",358556,"steamboat","italy","Ancona",43.6170137,13.5170982,130
2630,1900,"",NA,"vessel","malta - uk","",51.8246673,-0.3402597,730
2631,1900,"6",6311,"steamboat","malta - uk","",51.8246673,-0.3402597,730
2632,1900,"1",34,"vessel","montenegro","Port of Bar",51.6590552,-3.6894702,304
2633,1900,"",NA,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2634,1900,"6",7359,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2635,1900,"2",1636,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2636,1900,"36",43874,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2637,1900,"1",307,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
2638,1900,"80",110060,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
2639,1900,"1",971,"vessel","spain","Barcelona",41.3825596,2.1771353,1313
2640,1900,"8",12708,"steamboat","spain","Barcelona",41.3825596,2.1771353,1313
2641,1900,"71",2301,"vessel","european turkey","Istambul",41.0096334,28.9651646,1162
2642,1900,"92",117790,"steamboat","european turkey","Istambul",41.0096334,28.9651646,1162
2643,1900,"16",3783,"vessel","asian turkey","Izmir",38.4153421,27.144474,1007
2644,1900,"136",133311,"steamboat","asian turkey","Izmir",38.4153421,27.144474,1007
2645,1900,"2",332,"vessel","cyprus – uk",NA,NA,NA,NA
2646,1900,"1",1127,"steamboat","cyprus – uk",NA,NA,NA,NA
2647,1900,"",NA,"steamboat","cyprus – uk",NA,NA,NA,NA
2648,1900,"28",64853,"steamboat","cyprus – uk",NA,NA,NA,NA
2649,1900,"3",2943,"steamboat","cyprus – uk",NA,NA,NA,NA
2650,1900,"15",41821,"steamboat","cyprus – uk",NA,NA,NA,NA
2651,1900,"1",484,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
2652,1900,"64",137888,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
2653,1900,"3",378,"vessel","tripoli","",32.77325405,13.4141472054,916
2654,1900,"4",4542,"steamboat","tripoli","",32.77325405,13.4141472054,916
2655,1900,"1",271,"vessel","tunisia","",33.8439408,9.400138,930
2656,1900,"3",2811,"steamboat","tunisia","",33.8439408,9.400138,930
2657,1900,"2",299,"vessel","algeria","Algiers",28.0000272,2.9999825,1254
2658,1900,"1",1945,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
2659,1900,"",NA,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
2660,1900,"1",1718,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
2661,1900,"2",3444,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
2662,1900,"1",749,"vessel","canada – uk",NA,NA,NA,NA
2663,1900,"1",2059,"steamboat","canada – uk",NA,NA,NA,NA
2664,1900,"1",738,"vessel","usa","New York",40.7305991,-73.9865811,4854
2665,1900,"44",78327,"steamboat","usa","New York",40.7305991,-73.9865811,4854
2666,1900,"",NA,"steamboat","usa","New York",40.7305991,-73.9865811,4854
2667,1900,"1",502,"vessel","caribbean – france",NA,NA,NA,NA
2668,1900,"",NA,"vessel","caribbean - uk","Kingston, Jamaica",17.9712148,-76.7928127,5561
2669,1900,"16",28936,"steamboat","caribbean - uk","Kingston, Jamaica",17.9712148,-76.7928127,5561
2670,1900,"",NA,"vessel","argentina","Buenos Aires",-34.6143904,-58.4460878,6937
2671,1900,"",NA,"steamboat","argentina","Buenos Aires",-34.6143904,-58.4460878,6937
2672,1900,"1",1382,"vessel","australia",NA,NA,NA,NA
2676,1901,"1118",32458,"vessel","austria-hungary","",48.2103746,16.3631959,0
2677,1901,"5778",606581,"steamboat","austria-hungary","",48.2103746,16.3631959,0
2678,1901,"8",9760,"steamboat","austria-hungary","",48.2103746,16.3631959,0
2679,1901,"",NA,"steamboat","austria-hungary","",48.2103746,16.3631959,0
2680,1901,"18",2085,"vessel","crete – turkey","",40.2362233,26.2945493,854
2681,1901,"9",12868,"steamboat","crete – turkey","",40.2362233,26.2945493,854
2682,1901,"",NA,"vessel","france","Marseille",43.2961743,5.3699525,1210
2683,1901,"148",122578,"steamboat","france","Marseille",43.2961743,5.3699525,1210
2684,1901,"26",28806,"steamboat","france","Marseille",43.2961743,5.3699525,1210
2685,1901,"",NA,"vessel","gibraltar - uk",NA,NA,NA,NA
2686,1901,"",NA,"steamboat","gibraltar - uk",NA,NA,NA,NA
2687,1901,"108",152123,"steamboat","gibraltar - uk",NA,NA,NA,NA
2688,1901,"70",11713,"vessel","greece","Thessaloniki",40.6403167,22.9352716,1056
2689,1901,"59",44154,"steamboat","greece","Thessaloniki",40.6403167,22.9352716,1056
2690,1901,"1894",53352,"vessel","italy","Ancona",43.6170137,13.5170982,130
2691,1901,"637",351980,"steamboat","italy","Ancona",43.6170137,13.5170982,130
2692,1901,"",NA,"vessel","malta - uk","",51.8246673,-0.3402597,730
2693,1901,"9",6454,"steamboat","malta - uk","",51.8246673,-0.3402597,730
2694,1901,"3",88,"vessel","montenegro","Port of Bar",51.6590552,-3.6894702,304
2695,1901,"1",25,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2696,1901,"3",4006,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2697,1901,"1",1331,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2698,1901,"80",107931,"steamboat","montenegro","Port of Bar",51.6590552,-3.6894702,304
2699,1901,"",NA,"vessel","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
2700,1901,"98",186627,"steamboat","russia black sea","Novorossiysk",44.7239578,37.7690711,1608
2701,1901,"",NA,"vessel","spain","Barcelona",41.3825596,2.1771353,1313
2702,1901,"6",10079,"steamboat","spain","Barcelona",41.3825596,2.1771353,1313
2703,1901,"60",2202,"vessel","european turkey","Istambul",41.0096334,28.9651646,1162
2704,1901,"82",84312,"steamboat","european turkey","Istambul",41.0096334,28.9651646,1162
2705,1901,"16",2534,"vessel","asian turkey","Izmir",38.4153421,27.144474,1007
2706,1901,"129",132098,"steamboat","asian turkey","Izmir",38.4153421,27.144474,1007
2707,1901,"2",435,"vessel","cyprus – uk",NA,NA,NA,NA
2708,1901,"1",828,"steamboat","cyprus – uk",NA,NA,NA,NA
2709,1901,"1",1753,"steamboat","cyprus – uk",NA,NA,NA,NA
2710,1901,"34",82684,"steamboat","cyprus – uk",NA,NA,NA,NA
2711,1901,"",NA,"steamboat","cyprus – uk",NA,NA,NA,NA
2712,1901,"14",48480,"steamboat","cyprus – uk",NA,NA,NA,NA
2713,1901,"2",570,"vessel","egypt","Alexandria",31.1990035,29.8943785,1191
2714,1901,"62",136678,"steamboat","egypt","Alexandria",31.1990035,29.8943785,1191
2715,1901,"3",296,"vessel","tripoli","",32.77325405,13.4141472054,916
2716,1901,"1",814,"steamboat","tripoli","",32.77325405,13.4141472054,916
2717,1901,"1",221,"vessel","tunisia","",33.8439408,9.400138,930
2718,1901,"8",2842,"steamboat","tunisia","",33.8439408,9.400138,930
2719,1901,"",NA,"vessel","algeria","Algiers",28.0000272,2.9999825,1254
2720,1901,"8",5160,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
2721,1901,"1",830,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
2722,1901,"",NA,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
2723,1901,"",NA,"steamboat","algeria","Algiers",28.0000272,2.9999825,1254
2724,1901,"",NA,"vessel","canada – uk",NA,NA,NA,NA
2725,1901,"",NA,"steamboat","canada – uk",NA,NA,NA,NA
2726,1901,"4",2805,"vessel","usa","New York",40.7305991,-73.9865811,4854
2727,1901,"39",69741,"steamboat","usa","New York",40.7305991,-73.9865811,4854
2728,1901,"",NA,"steamboat","usa","New York",40.7305991,-73.9865811,4854
2729,1901,"1",346,"vessel","caribbean – france",NA,NA,NA,NA
2730,1901,"2",1437,"vessel","caribbean - uk","Kingston, Jamaica",17.9712148,-76.7928127,5561
2731,1901,"16",24527,"steamboat","caribbean - uk","Kingston, Jamaica",17.9712148,-76.7928127,5561
2732,1901,"",NA,"vessel","argentina","Buenos Aires",-34.6143904,-58.4460878,6937
2733,1901,"",NA,"steamboat","argentina","Buenos Aires",-34.6143904,-58.4460878,6937
2734,1901,"1",1882,"vessel","australia",NA,NA,NA,NA
2738,1902,"1136",32066,"vessel","austria-hungary","",48.2103746,16.3631959,0
2739,1902,"6059",666977,"steamboat","austria-hungary","",48.2103746,16.3631959,0
2740,1902,"8",11171,"steamboat","austria-hungary","",48.2103746,16.3631959,0
2741,1902,"1",29,"steamboat","austria-hungary","",48.2103746,16.3631959,0
2742,1902,"23",3497,"vessel","crete – turkey","",40.2362233,26.2945493,854
2743,1902,"",NA,"steamboat","crete – turkey","",40.2362233,26.2945493,854
2744,1902,"",NA,"vessel","france","Marseille",43.2961743,5.3699525,1210
2745,1902,"98",77986,"steamboat","france","Marseille",43.2961743,5.3699525,1210
2746,1902,"25",29296,"steamboat","france","Marseille",43.2961743,5.3699525,1210
2747,1902,"1",550,"vessel","gibraltar - uk",NA,NA,NA,NA
2748,1902,"1",2381,"steamboat","gibraltar - uk",NA,NA,NA,NA
